TwitterSimulation	twittersimulation	RUN	1422234093906	 	2.0
Twitter	3611963042922447822-0	USER	START	1422234093939	0
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234093993	1422234093997	1422234097939	1422234097939	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234097981	1422234097982	1422234098340	1422234098340	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234098342	1422234098343	1422234098843	1422234098843	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234098844	1422234098845	1422234098870	1422234098870	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234098871	1422234098871	1422234099430	1422234099430	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234099432	1422234099434	1422234099449	1422234099449	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234099451	1422234099451	1422234100002	1422234100002	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234100004	1422234100004	1422234100027	1422234100027	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234100028	1422234100028	1422234100586	1422234100586	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234100588	1422234100589	1422234100617	1422234100617	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234100622	1422234100623	1422234101129	1422234101129	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234101130	1422234101131	1422234101164	1422234101164	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234101165	1422234101165	1422234101711	1422234101711	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234101712	1422234101712	1422234101729	1422234101729	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234101730	1422234101731	1422234102588	1422234102588	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234102590	1422234102590	1422234102614	1422234102614	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234102623	1422234102623	1422234103173	1422234103173	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234103174	1422234103174	1422234103199	1422234103199	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234103201	1422234103201	1422234103753	1422234103753	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234103754	1422234103755	1422234103769	1422234103769	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234103770	1422234103770	1422234104337	1422234104337	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234104338	1422234104339	1422234104352	1422234104352	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234104353	1422234104354	1422234104933	1422234104933	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234104934	1422234104938	1422234104953	1422234104953	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234104954	1422234104954	1422234105504	1422234105504	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234105505	1422234105505	1422234105517	1422234105517	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234105518	1422234105519	1422234106084	1422234106084	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234106085	1422234106085	1422234106100	1422234106100	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234106101	1422234106102	1422234106669	1422234106669	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234106672	1422234106672	1422234106689	1422234106689	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234106690	1422234106691	1422234107256	1422234107256	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234107257	1422234107258	1422234107289	1422234107289	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234107297	1422234107297	1422234107834	1422234107834	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234107835	1422234107835	1422234107858	1422234107858	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234107859	1422234107859	1422234108430	1422234108430	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234108431	1422234108432	1422234108466	1422234108466	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234108467	1422234108468	1422234109000	1422234109000	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234109001	1422234109001	1422234109017	1422234109017	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234109018	1422234109018	1422234109586	1422234109586	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234109587	1422234109587	1422234109612	1422234109612	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234109614	1422234109614	1422234110176	1422234110176	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234110177	1422234110178	1422234110200	1422234110200	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234110201	1422234110202	1422234110752	1422234110752	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234110753	1422234110754	1422234110775	1422234110775	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234110776	1422234110776	1422234111344	1422234111344	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234111345	1422234111346	1422234111362	1422234111362	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234111373	1422234111373	1422234111698	1422234111698	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234111699	1422234111700	1422234111727	1422234111727	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234111728	1422234111728	1422234111919	1422234111919	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234111920	1422234111921	1422234111956	1422234111956	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234111957	1422234111957	1422234112278	1422234112278	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234112280	1422234112280	1422234112310	1422234112310	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234112311	1422234112311	1422234112510	1422234112510	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234112511	1422234112511	1422234112541	1422234112541	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234112542	1422234112543	1422234112879	1422234112879	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234112880	1422234112881	1422234112910	1422234112910	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234112912	1422234112912	1422234113097	1422234113097	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234113099	1422234113099	1422234113135	1422234113135	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234113136	1422234113137	1422234113960	1422234113960	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234113962	1422234113962	1422234113989	1422234113989	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234113990	1422234113991	1422234114539	1422234114539	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234114540	1422234114540	1422234114566	1422234114566	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234114567	1422234114567	1422234115123	1422234115123	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234115125	1422234115125	1422234115161	1422234115161	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234115162	1422234115162	1422234115705	1422234115705	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234115707	1422234115707	1422234115727	1422234115727	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234115728	1422234115728	1422234116303	1422234116303	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234116304	1422234116304	1422234116340	1422234116340	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234116341	1422234116341	1422234116655	1422234116655	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234116656	1422234116656	1422234116675	1422234116675	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234116677	1422234116677	1422234116879	1422234116879	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234116881	1422234116881	1422234116916	1422234116916	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234116917	1422234116918	1422234117256	1422234117256	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234117257	1422234117257	1422234117293	1422234117293	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234117294	1422234117295	1422234117462	1422234117462	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234117463	1422234117463	1422234117499	1422234117499	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234117504	1422234117504	1422234117836	1422234117836	OK	 
Twitter	3611963042922447822-0	REQUEST		get_tweet	1422234117837	1422234117838	1422234117859	1422234117859	OK	 
Twitter	3611963042922447822-0	REQUEST		add_tweet	1422234117860	1422234117860	1422234118053	1422234118053	OK	 
